Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter),lat,lon,cast_time_utc,cast_time_local,device,file_name,source_file
0.15,0.1526102161640594,23.65982405320985,15426.167385436846,15851.030789351218,9.254751069126199,1503.24690821055,1004.351148822079,19.6644734,85.2138391,2025-12-09 09:20:27,2025-12-09 14:50:27,CC1448005,CC1448005_20251209_092027,CC1448005_20251209_092027.csv
0.4499999999999999,0.4578483705398853,23.68267359191101,15428.204987414494,15845.68374032153,9.25134749782438,1503.3100163135723,1004.3440555684348,19.6644734,85.2138391,2025-12-09 09:20:27,2025-12-09 14:50:27,CC1448005,CC1448005_20251209_092027,CC1448005_20251209_092027.csv
0.7499999999999998,0.7630787473651035,23.66480387467973,15455.513791889938,15879.560340662783,9.272756934250866,1503.289956973994,1004.36607232491,19.6644734,85.2138391,2025-12-09 09:20:27,2025-12-09 14:50:27,CC1448005,CC1448005_20251209_092027,CC1448005_20251209_092027.csv
1.05,1.068300275493814,23.589669797745888,15464.355318941512,15913.213017614407,9.294000333159296,1503.1146091844091,1004.4026733229052,19.6644734,85.2138391,2025-12-09 09:20:27,2025-12-09 14:50:27,CC1448005,CC1448005_20251209_092027,CC1448005_20251209_092027.csv
1.35,1.3735098890293105,23.485837412338928,15460.515715509788,15943.331641391136,9.31298410061434,1502.858420325957,1004.4448723274824,19.6644734,85.2138391,2025-12-09 09:20:27,2025-12-09 14:50:27,CC1448005,CC1448005_20251209_092027,CC1448005_20251209_092027.csv
1.65,1.6787066331184024,23.387066095878986,15462.398468513533,15977.821881031994,9.33473055001996,1502.6182414136529,1004.487764501392,19.6644734,85.2138391,2025-12-09 09:20:27,2025-12-09 14:50:27,CC1448005,CC1448005_20251209_092027,CC1448005_20251209_092027.csv
1.95,1.98388683623791,23.325210829273257,15542.809634768784,16081.471107989086,9.400328268668897,1502.5259374716672,1004.5541417106898,19.6644734,85.2138391,2025-12-09 09:20:27,2025-12-09 14:50:27,CC1448005,CC1448005_20251209_092027,CC1448005_20251209_092027.csv
2.25,2.2890265744978637,23.1933187090592,15835.392607700176,16429.03314388629,9.620709948158083,1502.4103951562656,1004.7545854792944,19.6644734,85.2138391,2025-12-09 09:20:27,2025-12-09 14:50:27,CC1448005,CC1448005_20251209_092027,CC1448005_20251209_092027.csv
2.50683465788636,2.5502444729146703,23.275338716782887,15761.272159537852,16324.351706784046,9.554295778639727,1502.566680839567,1004.6850076277334,19.6644734,85.2138391,2025-12-09 09:20:27,2025-12-09 14:50:27,CC1448005,CC1448005_20251209_092027,CC1448005_20251209_092027.csv
0.15,0.1526432371311048,23.741113258227998,15048.5614276889,15437.236063897812,8.993196773586169,1503.1825182936166,1004.1338336318696,19.6644609,85.2138377,2025-12-09 09:37:23,2025-12-09 15:07:23,CC1448005,CC1448005_20251209_093723,CC1448005_20251209_093723.csv
0.4499999999999999,0.4579618834423245,23.782041097175195,14870.454894072169,15241.73093172732,8.869833943496246,1503.164043975238,1004.0320098557858,19.6644609,85.2138377,2025-12-09 09:37:23,2025-12-09 15:07:23,CC1448005,CC1448005_20251209_093723,CC1448005_20251209_093723.csv
0.7499999999999998,0.7632762327992244,23.73218592574748,15019.028108154858,15409.762380697566,8.975796372456301,1503.1495137589484,1004.1257521526642,19.6644609,85.2138377,2025-12-09 09:37:23,2025-12-09 15:07:23,CC1448005,CC1448005_20251209_093723,CC1448005_20251209_093723.csv
1.05,1.068574811091489,23.67480494458659,14989.647350243966,15397.747733461694,8.96816817276072,1502.991056375716,1004.1361250818064,19.6644609,85.2138377,2025-12-09 09:37:23,2025-12-09 15:07:23,CC1448005,CC1448005_20251209_093723,CC1448005_20251209_093723.csv
1.35,1.373867656297727,23.581695456564667,14966.191145395593,15403.117372443685,8.97149337367301,1502.7473456599034,1004.1638482361964,19.6644609,85.2138377,2025-12-09 09:37:23,2025-12-09 15:07:23,CC1448005,CC1448005_20251209_093723,CC1448005_20251209_093723.csv
1.65,1.6791489075560837,23.43777564824541,14944.135233624585,15426.116325147475,8.985906456223997,1502.376712532067,1004.2127795267804,19.6644609,85.2138377,2025-12-09 09:37:23,2025-12-09 15:07:23,CC1448005,CC1448005_20251209_093723,CC1448005_20251209_093723.csv
1.95,1.984416953581164,23.38023823132854,14972.059951888428,15473.321855403035,9.015641771783054,1502.2572155624985,1004.2511083600436,19.6644609,85.2138377,2025-12-09 09:37:23,2025-12-09 15:07:23,CC1448005,CC1448005_20251209_093723,CC1448005_20251209_093723.csv
2.25,2.289653436311238,23.231522841659885,15191.717998088645,15748.743874376309,9.18954285338827,1502.045148663385,1004.4208627487786,19.6644609,85.2138377,2025-12-09 09:37:23,2025-12-09 15:07:23,CC1448005,CC1448005_20251209_093723,CC1448005_20251209_093723.csv
2.486095522351833,2.5298503325363684,23.2711512446174,15212.231945442927,15757.063539207807,9.194817804080131,1502.163300528547,1004.4158435315984,19.6644609,85.2138377,2025-12-09 09:37:23,2025-12-09 15:07:23,CC1448005,CC1448005_20251209_093723,CC1448005_20251209_093723.csv
0.15,0.1527353330373333,23.57451771966505,13659.798908619208,14060.663440297149,8.128150212766064,1501.7900322534283,1003.526870530732,19.690329,85.2101078,2025-12-09 10:44:38,2025-12-09 16:14:38,CC1448005,CC1448005_20251209_104438,CC1448005_20251209_104438.csv
0.4499999999999999,0.4582235217778326,23.5799793807007,13650.032440961531,14049.030706653884,8.120851516938492,1501.8019470732115,1003.5213407188044,19.690329,85.2101078,2025-12-09 10:44:38,2025-12-09 16:14:38,CC1448005,CC1448005_20251209_104438,CC1448005_20251209_104438.csv
0.7499999999999998,0.7637079214635784,23.57376547595819,13630.160239895644,14030.372266117554,8.109158058359814,1501.7773117748393,1003.5154844033816,19.690329,85.2101078,2025-12-09 10:44:38,2025-12-09 16:14:38,CC1448005,CC1448005_20251209_104438,CC1448005_20251209_104438.csv
1.05,1.0691966133749875,23.565899124442023,13575.645171990653,13976.519962294247,8.075466617896627,1501.7242145535863,1003.4935239520858,19.690329,85.2101078,2025-12-09 10:44:38,2025-12-09 16:14:38,CC1448005,CC1448005_20251209_104438,CC1448005_20251209_104438.csv
1.35,1.3746903787328106,23.524821643150336,13517.114878908886,13928.04179509739,8.045138300456758,1501.5843069607336,1003.482535694162,19.690329,85.2101078,2025-12-09 10:44:38,2025-12-09 16:14:38,CC1448005,CC1448005_20251209_104438,CC1448005_20251209_104438.csv
1.65,1.6801870541938129,23.493726533199975,13473.391073174244,13891.890803597076,8.02252168947856,1501.47988656172,1003.474788406106,19.690329,85.2101078,2025-12-09 10:44:38,2025-12-09 16:14:38,CC1448005,CC1448005_20251209_104438,CC1448005_20251209_104438.csv
1.95,1.985687989206952,23.51379015883609,13445.698362470046,13857.604526927593,8.001088770012565,1501.5162462397095,1003.4549357373678,19.690329,85.2101078,2025-12-09 10:44:38,2025-12-09 16:14:38,CC1448005,CC1448005_20251209_104438,CC1448005_20251209_104438.csv
2.2512051399717947,2.292429563565777,23.559085905826556,13339.642893580854,13735.47570422886,7.9248412590187804,1501.5616132663135,1003.3874921945932,19.690329,85.2101078,2025-12-09 10:44:38,2025-12-09 16:14:38,CC1448005,CC1448005_20251209_104438,CC1448005_20251209_104438.csv
0.15,0.1527056905976088,23.54679074376953,14035.569723214909,14455.713249197865,8.37554364351164,1501.9839888536492,1003.7197700105592,19.6903218,85.2100986,2025-12-09 10:46:15,2025-12-09 16:16:15,CC1448005,CC1448005_20251209_104615,CC1448005_20251209_104615.csv
0.4499999999999999,0.4581360527944556,23.563976547322035,14039.123561691888,14454.256590800172,8.374609356598476,1502.0347254401029,1003.7160305391858,19.6903218,85.2100986,2025-12-09 10:46:15,2025-12-09 16:16:15,CC1448005,CC1448005_20251209_104615,CC1448005_20251209_104615.csv
0.7499999999999998,0.7635616617921414,23.56258492550488,14024.729195034204,14439.850366849472,8.36554926629637,1502.0260822377124,1003.7109238186592,19.6903218,85.2100986,2025-12-09 10:46:15,2025-12-09 16:16:15,CC1448005,CC1448005_20251209_104615,CC1448005_20251209_104615.csv
1.05,1.0689875894375502,23.541868510699388,14012.138813771193,14433.04434262012,8.36124957428874,1501.970045784503,1003.7143188058352,19.6903218,85.2100986,2025-12-09 10:46:15,2025-12-09 16:16:15,CC1448005,CC1448005_20251209_104615,CC1448005_20251209_104615.csv
1.35,1.3744110165069974,23.49448493102035,13998.557078347776,14433.143375230851,8.36126978791419,1501.8460386729823,1003.7277417346028,19.6903218,85.2100986,2025-12-09 10:46:15,2025-12-09 16:16:15,CC1448005,CC1448005_20251209_104615,CC1448005_20251209_104615.csv
1.65,1.6798307295587347,23.453587743833605,13986.056644995992,14432.426262156318,8.360778536118122,1501.7389990806957,1003.7391125622398,19.6903218,85.2100986,2025-12-09 10:46:15,2025-12-09 16:16:15,CC1448005,CC1448005_20251209_104615,CC1448005_20251209_104615.csv
1.95,1.9852477448825727,23.434423443768065,13981.673583339742,14433.61207713388,8.361488084566874,1501.6924792107588,1003.7458560716274,19.6903218,85.2100986,2025-12-09 10:46:15,2025-12-09 16:16:15,CC1448005,CC1448005_20251209_104615,CC1448005_20251209_104615.csv
